~from,~id,association_type:String,data_source:String,source:String,~to,~label
NUP107,gene_disease_13144,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
ANKFY1,gene_disease_13145,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
ANLN,gene_disease_13146,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
PTPRO,gene_disease_13147,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
CRB2,gene_disease_13148,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
NUP205,gene_disease_13149,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
EMP2,gene_disease_13150,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
NUP37,gene_disease_13151,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
PLCE1,gene_disease_13152,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
NUP85,gene_disease_13153,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
COL4A3,gene_disease_13154,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
ARHGDIA,gene_disease_13155,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
COQ8B,gene_disease_13156,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
NUP160,gene_disease_13157,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
MAGI2,gene_disease_13158,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
ACTN4,gene_disease_13159,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
TRPC6,gene_disease_13160,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
APOL1,gene_disease_13161,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
TBC1D8B,gene_disease_13162,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
NPHS2,gene_disease_13163,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
ARHGAP24,gene_disease_13164,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
DAAM2,gene_disease_13165,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
PAX2,gene_disease_13166,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
NUP133,gene_disease_13167,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:656,GeneToDiseaseAssociation
MPZ,gene_disease_13168,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100046,GeneToDiseaseAssociation
TBCD,gene_disease_13169,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:496641,GeneToDiseaseAssociation
GRM1,gene_disease_13170,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:404507,GeneToDiseaseAssociation
APP,gene_disease_13171,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:324703,GeneToDiseaseAssociation
KRT10,gene_disease_13172,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:281139,GeneToDiseaseAssociation
KRT1,gene_disease_13173,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:281139,GeneToDiseaseAssociation
DNM2,gene_disease_13174,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100044,GeneToDiseaseAssociation
APP,gene_disease_13175,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:324708,GeneToDiseaseAssociation
YARS1,gene_disease_13176,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100045,GeneToDiseaseAssociation
PPM1K,gene_disease_13177,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:268162,GeneToDiseaseAssociation
BCKDHA,gene_disease_13178,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:268162,GeneToDiseaseAssociation
BCKDHB,gene_disease_13179,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:268162,GeneToDiseaseAssociation
DBT,gene_disease_13180,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:268162,GeneToDiseaseAssociation
MITF,gene_disease_13181,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:42665,GeneToDiseaseAssociation
CYP26C1,gene_disease_13182,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:398189,GeneToDiseaseAssociation
LRBA,gene_disease_13183,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:445018,GeneToDiseaseAssociation
ADAMTSL2,gene_disease_13184,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1901,GeneToDiseaseAssociation
ADAMTS2,gene_disease_13185,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1901,GeneToDiseaseAssociation
PLOD1,gene_disease_13186,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:1900,GeneToDiseaseAssociation
UROD,gene_disease_13187,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:95159,GeneToDiseaseAssociation
TAT,gene_disease_13188,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:28378,GeneToDiseaseAssociation
SCN4A,gene_disease_13189,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:684,GeneToDiseaseAssociation
ALAS2,gene_disease_13190,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:75563,GeneToDiseaseAssociation
ACP4,gene_disease_13191,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100031,GeneToDiseaseAssociation
RELT,gene_disease_13192,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100031,GeneToDiseaseAssociation
ENAM,gene_disease_13193,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100031,GeneToDiseaseAssociation
ITGB6,gene_disease_13194,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100031,GeneToDiseaseAssociation
SP6,gene_disease_13195,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100031,GeneToDiseaseAssociation
LAMB3,gene_disease_13196,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100031,GeneToDiseaseAssociation
AMBN,gene_disease_13197,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100031,GeneToDiseaseAssociation
TMEM127,gene_disease_13198,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:404511,GeneToDiseaseAssociation
MITF,gene_disease_13199,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:404511,GeneToDiseaseAssociation
PBRM1,gene_disease_13200,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:404511,GeneToDiseaseAssociation
HNF1A,gene_disease_13201,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:404511,GeneToDiseaseAssociation
FAM83H,gene_disease_13202,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100032,GeneToDiseaseAssociation
ITGB6,gene_disease_13203,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100032,GeneToDiseaseAssociation
SLC24A4,gene_disease_13204,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100032,GeneToDiseaseAssociation
AMTN,gene_disease_13205,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100032,GeneToDiseaseAssociation
RYR1,gene_disease_13206,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:424107,GeneToDiseaseAssociation
GPR68,gene_disease_13207,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100033,GeneToDiseaseAssociation
AMELX,gene_disease_13208,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100033,GeneToDiseaseAssociation
MMP20,gene_disease_13209,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100033,GeneToDiseaseAssociation
WDR72,gene_disease_13210,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100033,GeneToDiseaseAssociation
KLK4,gene_disease_13211,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100033,GeneToDiseaseAssociation
SLC24A4,gene_disease_13212,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100033,GeneToDiseaseAssociation
ODAPH,gene_disease_13213,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100033,GeneToDiseaseAssociation
SCN4A,gene_disease_13214,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:682,GeneToDiseaseAssociation
DLX3,gene_disease_13215,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100034,GeneToDiseaseAssociation
TBX4,gene_disease_13216,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:261279,GeneToDiseaseAssociation
SCN4A,gene_disease_13217,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:681,GeneToDiseaseAssociation
CACNA1S,gene_disease_13218,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:681,GeneToDiseaseAssociation
KCNE3,gene_disease_13219,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:681,GeneToDiseaseAssociation
ATRX,gene_disease_13220,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:231401,GeneToDiseaseAssociation
GBE1,gene_disease_13221,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:308698,GeneToDiseaseAssociation
BCKDHA,gene_disease_13222,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:268173,GeneToDiseaseAssociation
BCKDHB,gene_disease_13223,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:268173,GeneToDiseaseAssociation
DBT,gene_disease_13224,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:268173,GeneToDiseaseAssociation
MYH8,gene_disease_13225,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:319340,GeneToDiseaseAssociation
CTRC,gene_disease_13226,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:676,GeneToDiseaseAssociation
PRSS1,gene_disease_13227,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:676,GeneToDiseaseAssociation
PRSS2,gene_disease_13228,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:676,GeneToDiseaseAssociation
SPINK1,gene_disease_13229,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:676,GeneToDiseaseAssociation
TRPV6,gene_disease_13230,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:676,GeneToDiseaseAssociation
CASR,gene_disease_13231,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:676,GeneToDiseaseAssociation
CFTR,gene_disease_13232,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:676,GeneToDiseaseAssociation
CPA1,gene_disease_13233,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:676,GeneToDiseaseAssociation
CTSC,gene_disease_13234,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:678,GeneToDiseaseAssociation
ATP2A1,gene_disease_13235,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:53347,GeneToDiseaseAssociation
TET2,gene_disease_13236,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100020,GeneToDiseaseAssociation
NKX2-5,gene_disease_13237,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101351,GeneToDiseaseAssociation
RPSA,gene_disease_13238,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101351,GeneToDiseaseAssociation
LHX1,gene_disease_13239,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:261265,GeneToDiseaseAssociation
HNF1B,gene_disease_13240,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:261265,GeneToDiseaseAssociation
DBT,gene_disease_13241,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:268184,GeneToDiseaseAssociation
PITX1,gene_disease_13242,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:293144,GeneToDiseaseAssociation
VAC14,gene_disease_13243,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:497906,GeneToDiseaseAssociation
CHCHD10,gene_disease_13244,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:457050,GeneToDiseaseAssociation
GH1,gene_disease_13245,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:629,GeneToDiseaseAssociation
SOX5,gene_disease_13246,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:626,GeneToDiseaseAssociation
ALK,gene_disease_13247,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:626,GeneToDiseaseAssociation
ZEB2,gene_disease_13248,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:626,GeneToDiseaseAssociation
NRAS,gene_disease_13249,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:626,GeneToDiseaseAssociation
BRAF,gene_disease_13250,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:626,GeneToDiseaseAssociation
RAF1,gene_disease_13251,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:626,GeneToDiseaseAssociation
SLC2A1,gene_disease_13252,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:168577,GeneToDiseaseAssociation
RMRP,gene_disease_13253,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:39041,GeneToDiseaseAssociation
CHD7,gene_disease_13254,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:39041,GeneToDiseaseAssociation
LIG4,gene_disease_13255,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:39041,GeneToDiseaseAssociation
RAG1,gene_disease_13256,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:39041,GeneToDiseaseAssociation
RAG2,gene_disease_13257,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:39041,GeneToDiseaseAssociation
DCLRE1C,gene_disease_13258,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:39041,GeneToDiseaseAssociation
ADA,gene_disease_13259,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:39041,GeneToDiseaseAssociation
IL7R,gene_disease_13260,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:39041,GeneToDiseaseAssociation
IL2RG,gene_disease_13261,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:39041,GeneToDiseaseAssociation
SLC26A2,gene_disease_13262,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:628,GeneToDiseaseAssociation
LAS1L,gene_disease_13263,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:404521,GeneToDiseaseAssociation
NHS,gene_disease_13264,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:627,GeneToDiseaseAssociation
STAC3,gene_disease_13265,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:168572,GeneToDiseaseAssociation
TAF1,gene_disease_13266,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:53351,GeneToDiseaseAssociation
BAP1,gene_disease_13267,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:39044,GeneToDiseaseAssociation
CYSLTR2,gene_disease_13268,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:39044,GeneToDiseaseAssociation
GNAQ,gene_disease_13269,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:39044,GeneToDiseaseAssociation
GNA11,gene_disease_13270,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:39044,GeneToDiseaseAssociation
SF3B1,gene_disease_13271,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:39044,GeneToDiseaseAssociation
CYB5A,gene_disease_13272,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:621,GeneToDiseaseAssociation
CYB5R3,gene_disease_13273,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:621,GeneToDiseaseAssociation
GNAQ,gene_disease_13274,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:624,GeneToDiseaseAssociation
EXT2,gene_disease_13275,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:52022,GeneToDiseaseAssociation
ALX4,gene_disease_13276,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:52022,GeneToDiseaseAssociation
PHF21A,gene_disease_13277,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:52022,GeneToDiseaseAssociation
YWHAE,gene_disease_13278,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:261257,GeneToDiseaseAssociation
NT5C2,gene_disease_13279,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:320396,GeneToDiseaseAssociation
TET2,gene_disease_13280,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100019,GeneToDiseaseAssociation
ANKRD11,gene_disease_13281,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:261250,GeneToDiseaseAssociation
BAP1,gene_disease_13282,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:618,GeneToDiseaseAssociation
MITF,gene_disease_13283,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:618,GeneToDiseaseAssociation
CDK4,gene_disease_13284,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:618,GeneToDiseaseAssociation
MGMT,gene_disease_13285,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:618,GeneToDiseaseAssociation
TERF2IP,gene_disease_13286,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:618,GeneToDiseaseAssociation
MC1R,gene_disease_13287,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:618,GeneToDiseaseAssociation
ACD,gene_disease_13288,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:618,GeneToDiseaseAssociation
CDKN2A,gene_disease_13289,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:618,GeneToDiseaseAssociation
TERT,gene_disease_13290,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:618,GeneToDiseaseAssociation
POT1,gene_disease_13291,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:618,GeneToDiseaseAssociation
CDKN2B,gene_disease_13292,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:618,GeneToDiseaseAssociation
MYL1,gene_disease_13293,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:544602,GeneToDiseaseAssociation
GBA2,gene_disease_13294,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:320391,GeneToDiseaseAssociation
PRKAR1A,gene_disease_13295,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:615,GeneToDiseaseAssociation
HSD11B1,gene_disease_13296,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:168588,GeneToDiseaseAssociation
H6PD,gene_disease_13297,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:168588,GeneToDiseaseAssociation
CLCN1,gene_disease_13298,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:614,GeneToDiseaseAssociation
UTP4,gene_disease_13299,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:168583,GeneToDiseaseAssociation
COL12A1,gene_disease_13300,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:610,GeneToDiseaseAssociation
COL6A1,gene_disease_13301,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:610,GeneToDiseaseAssociation
COL6A2,gene_disease_13302,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:610,GeneToDiseaseAssociation
COL6A3,gene_disease_13303,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:610,GeneToDiseaseAssociation
MEN1,gene_disease_13304,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:652,GeneToDiseaseAssociation
CDKN1B,gene_disease_13305,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:652,GeneToDiseaseAssociation
CDKN1A,gene_disease_13306,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:652,GeneToDiseaseAssociation
CDKN2B,gene_disease_13307,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:652,GeneToDiseaseAssociation
CDKN2C,gene_disease_13308,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:652,GeneToDiseaseAssociation
IL36RN,gene_disease_13309,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:404546,GeneToDiseaseAssociation
TECPR2,gene_disease_13310,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:320385,GeneToDiseaseAssociation
PUM1,gene_disease_13311,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:589515,GeneToDiseaseAssociation
APP,gene_disease_13312,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100006,GeneToDiseaseAssociation
CST3,gene_disease_13313,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:100008,GeneToDiseaseAssociation
CREBBP,gene_disease_13314,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:353277,GeneToDiseaseAssociation
DNAJC19,gene_disease_13315,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:66634,GeneToDiseaseAssociation
ALS2,gene_disease_13316,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:293168,GeneToDiseaseAssociation
BMPER,gene_disease_13317,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:66637,GeneToDiseaseAssociation
CYP11A1,gene_disease_13318,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:168558,GeneToDiseaseAssociation
